kr,eng
"수치스러운 집안의 비밀을 없앨 수 없다면, 차라리 그것을 활용하는 편이 낫다. (조지 버나드 쇼, 가족명언)","If you cannot get rid of the family skeleton, you may as well make it dance. (George Bernard Shaw)"
"쾌락과 궁궐 속을 다닐지라도, 아무리 초라해도 내 집과 같은 곳은 없다. (존 하워드 페인, 가족명언)","Mid pleasures and palaces though we may roam, be it ever so humble, there's no place like home. (John Howard Payne)"
"자녀를 키울 때 가장 힘든 일은 자녀에 대한 두려움보다 희망을 앞세우는 것이다. (엘런 굿맨, 가족명언)",The central struggle of parenthood is to let our hopes for our children outweigh our fears. (Ellen Goodman)
"결국 누구나 어머니의 말씀을 따라 옮기게 된다. (번 윌리엄스, 가족명언)",Sooner or later we all quote our mothers. (Bern Williams)
"나의 집이란 장소가 아니라, 사람들이다. (로이스 맥마스터 부욜, 가족명언)","My home is not a place, it is people. (Lois McMaster Bujold)"
"신은 아비가 지은 죄에 대해 자식들을 처벌한다. (에우리피데스, 가족명언)",The gods visit the sins of the fathers upon the children. (Euripides)
"육아를 몇 사람이 분담하지 못할 이유는 없다. (H. R. 셰퍼, 가족명언)",There is...nothing to suggest that mothering cannot be shared by several people. (H. R. Schaffer)
"사람들을 여러분 집에 초대하는 것은 그들을 여러분 자신에게 초대하는 것이라 생각해요. (오프라 윈프리, 가족명언)","I think that when you invite people to your home, you invite them to yourself. (Oprah Winfrey)"
"집으로 가지 않는 것은 이미 죽음이나 마찬가지다. (E. 캐서린 토블러, 가족명언)",Not going home is already like death. (E. Catherine Tobler)
"아버지의 성품을 닮는 아들은 참 드문데, 대부분은 더 못나고, 일부만 더 나은 사람이 된다. (호메로스, 가족명언)","For rarely are sons similar to their fathers: most are worse, and a few are better than their fathers. (Homer)"
"아이들에게 솔직하게 대해라. 아이들보다 더 눈 치빠른 사기꾼은 아무도 찾아낸 적이 없다. (매리 맥크라켄, 가족명언)",Level with your child by being honest. Nobody spots a phony quicker than a child. (Mary MacCracken)
"대부분의 칠면조는 요리한 다음 날 더 맛있지만 우리 어머니의 칠면조는 요리 전날 더 맛있었다. (리타 러드너, 가족명언)",Most turkeys taste better the day after; my mother's tasted better the day before. (Rita Rudner)
"모든 어린이가 부모 눈에 비친대로만 커준다면 세상에는 천재들만 있을 것이다. (요한 볼프강 폰 괴테, 가족명언)","If children grew up according to early indications, we should have nothing but geniuses. (Johann Wolfgang von Goethe)"
"내가 볼 때, 자신의 현재 모습을 알기 위해서는 어머니의 이름 정도는 알아야 하지 않을까? (앨리스 워커, 가족명언)","How simple a thing it seems to me that to know ourselves as we are, we must know our mothers' names. (Alice Walker)"
"할머니, 할아버지와 손자, 손녀들이 그렇게 잘 지내는 이유는 공통의 적을 가지고 있기 때문이다. (샘 레븐슨, 가족명언)",The reason grandparents and grandchildren get along so well is that they have a common enemy. (Sam Levenson)
"우리가 부모가 됐을 때 비로소 부모가 베푸는 사랑의 고마움이 어떤 것인지 절실히 깨달을 수 있다. (헨리 워드 비처, 가족명언)",We never know the love of our parents for us till we have become parents. (Henry Ward Beecher)
"처자식을 위할 줄 모르는 남편은 집에 숫사자를 키우며 불행의 보금자리를 꾸미는 것과 같다. (제레미 테일러, 가족명언)","He that loves not his wife and children, feeds a lioness at home and broods a nest of sorrows. (Jeremy Taylor)"
"여러분의 부모님들이 항상 이렇지는 않았고, 여러분이 태어난 후부터 (부모님이) 이렇게 변했을 뿐이다. (빌 게이츠, 가족명언)","Your parents weren't always like this, they only became this way after you came along. (Bill Gates)"
"어머니가 아버지보다 자식을 더 사랑하는 이유는 아이가 자기 자식임을 더 확신하기 때문이다. (아리스토텔레스, 가족명언)",Mothers are fonder than fathers of their children because they are more certain they are their own. (Aristotle)
"좋은 집이란 구입하는 것이 아니라 만들어지는 것이어야 한다. (조이스 메이나드, 가족명언)","A good home must be made, not bought. (Joyce Maynard)"
"아버지가 옳았다는 사실을 깨달을 무렵에는 자신에 반대하는 아들을 하나 쯤 두게 마련이다. (찰스 워즈워드, 가족명언)","By the time a man realizes that maybe his father was right, he usually has a son who thinks he's wrong. (Charles Wadsworth)"
"현대 중산층 가정에서 아버지가 설 자리는 아주 좁다. 아버지가 골프를 친다면 특히 더 좁다. (버트런드 러셀, 가족명언)","The place of the father in the modern suburban family is a very small one, particularly if he plays golf. (Bertrand Russell)"
"그것을 파벌, 네트워크, 일족, 가족, 뭐라고 부르든, 그리고 당신이 누구이건 간에, 당신에게는 그것이 필요하다. (제인 하워드, 가족명언)","Call it a clan, call it a network, call it a tribe, call it a family. Whatever you call it, whoever you are, you need one. (Jane Howard)"
"인간은 자기 자식이 집으로 돌아오도록 허락하는 유일한 피조물이다. (빌 코스비, 가족명언)",Human beings are the only creatures that allow their children to come back home. (Bill Cosby)
"아이들은 부모를 사랑함으로써 출발하고 나이가 들면서 부모를 평가하며 때때로 부모를 용서하기도 한다. (오스카 와일드, 가족명언)",Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them. (Oscar Wilde)
"나는 아홉 살 때까지 정말 행복한 어린 시절을 보냈지만, 그 후 이혼이라는 전형적인 역경에 큰 영향을 받았다. (커트 코베인, 가족명언)","I had a really good childhood up until I was nine, then a classic case of divorce really affected me. (Kurt Cobain)"
"아이들은 축복일 수도 아닐 수도 있다. 그러나 아이들을 낳아놓고 망치는 것은 분명 개탄할 일이다. (로이스 맥마스터 부욜, 가족명언)","Children might or might not be a blessing, but to create them and then fail them was surely damnation. (Lois McMaster Bujold)"
"행복한 가정은 모두 엇비슷하고, 불행한 가정은 제각각의 이유로 불행하다. (레프 톨스토이, 가족명언)",Happy families are all alike; every unhappy family is unhappy in its own way. (Lev Tolstoy)
"당신의 아이에게 손을 치켜들지 말아라. 그러면 당신의 몸통이 무방비 상태가 된다. (로버트 오벤, 가족명언)",Never raise your hand to your children; it leaves your midsection unprotected. (Robert Orben)
"자식을 키우다 그 역설과 부조리함에 웃게 될 때가 있다. 하지만 때로는 순수하게 기뻐서 웃기도 한다. (바바라 샤피로, 가족명언)","Sometimes the laughter in mothering is the recognition of the ironies and absurdities. Sometime, though, it's just pure, unthinking delight. (Barbara Schapiro)"
"고마워할 줄 모르는 아이를 갖는다는 것은 뱀의 이빨보다 얼마나 더 날카로운지! (윌리엄 셰익스피어 , 가족명언)",How sharper than a serpent's tooth it is To have a thankless child! (William Shakespeare)
"나는 나의 할아버지가 어떤 사람이었는지 잘 알지 못한다. 그러나 그 분의 손자가 어떤 사람이 될 것인가에 훨씬 더 관심이 있다. (에이브러햄 링컨, 가족명언)",I don't know who my grandfather was; I'm much more concerned to know what his grandson will be. (Abraham Lincoln)
"아이들을 집에 있게 하는 가장 좋은 방법은 집안 분위기를 즐겁게 만들고 자동차 타이어에서 공기가 빠져나가도록 하는 것이다. (도로시 파커, 가족명언)",The best way to keep children home is to make the home atmosphere pleasant--and let the air out of the tires. (Dorothy Parker)
"우리 어머니는 아이들을 사랑하셨다. 내가 어린애였다면 어머니는 뭐든 주셨을 것이다. (그루초 마르크스, 가족명언)",My mother loved children -- she would have given anything if I had been one. (Groucho Marx)
"사람들은 피가 물보다 진하다고 말하지. 아마 그렇기 때문에 남에게 쏟는 것보다도 더 많은 에너지와 열정으로 가족과 싸우는 걸 거야. (데이비드 아셀, 가족명언)",They say that blood is thicker than water. Maybe that's why we battle our own with more energy and gusto than we would ever expend on strangers. (David Assael)
"신경증 환자는 공중누각을 만들고 정신병자는 거기에 산다. 내 어머니는 그곳을 깨끗하게 한다. (리타 러드너, 가족명언)","Neurotics build castles in the air, psychotics live in them. My mother cleans them. (Rita Rudner)"
"한 마디로 아버지의 자격이 없는 사람들도 있다. 이런 사람들은 아이를 책임지게 되기 전에 이 점을 깨닫는 것이 좋다. (로이스 맥마스터 부욜, 가족명언)",Some men just aren't cut out for paternity. Better they should realize it before and not after they become responsible for a son. (Lois McMaster Bujold)
"자식은 우리에게서 얻어간 만큼 베푼다. (이 과정에서) 우리는 더 깊게 느끼고, 질문하고, 상처 받으며, 사랑하는 사람이 된다. (소니아 타잇츠, 가족명언)","What children take from us, they give...We become people who feel more deeply, question more deeply, hurt more deeply, and love more deeply. (Sonia Taitz)"
"내 아버지는 라디오를 정말 싫어하셨고 텔레비전이 발명되기를 학수고대하셨는데, 텔레비전이 발명되면 이제 텔레비전을 경멸하실 수 있기 때문이었다. (피터 드 브리스, 가족명언)",My father hated radio and could not wait for television to be invented so he could hate that too. (Peter De Vries)
"어른들이란 스스로는 아무 것도 이해하지 못하니, 어린이들이 늘 끝도 없이 설명해주어야 한다는 건 참으로 피곤한 일이다.('어린 왕자') (생텍쥐페리, 가족명언)","Grown-ups never understand anything by themselves, and it is tiresome for children to be always and forever explaining things to them. (Antoine de Saint-Exupery)"
